Neighborhood,Race,ContactMonth,Admission,ED,Encounters
North Fairmount,Black,2021-09-01,0,1,1
North Fairmount,Black,2022-03-01,0,1,1
North Fairmount,Black,2022-04-01,1,0,1
North Fairmount,Black,2022-05-01,0,1,1
North Fairmount,Black,2022-12-01,0,1,1
North Fairmount,Black,2023-03-01,0,1,1
North Fairmount,Black,2023-08-01,0,1,1
North Fairmount,Black,2023-10-01,0,3,3
North Fairmount,Black,2023-11-01,2,1,3
North Fairmount,Other race,2022-09-01,0,1,1
North Fairmount,Other race,2022-12-01,2,0,2
North Fairmount,Other race,2023-02-01,1,0,1
Northside,Black,2019-01-01,0,1,1
Northside,Black,2019-02-01,0,2,2
Northside,Black,2019-04-01,0,1,1
Northside,Black,2019-05-01,0,1,1
Northside,Black,2019-06-01,0,1,1
Northside,Black,2019-07-01,1,0,1
Northside,Black,2019-08-01,0,1,1
Northside,Black,2019-09-01,0,3,3
Northside,Black,2019-11-01,0,2,2
Northside,Black,2020-01-01,0,2,2
Northside,Black,2020-02-01,0,1,1
Northside,Black,2020-03-01,0,2,2
Northside,Black,2020-10-01,1,0,1
Northside,Black,2021-03-01,1,0,1
Northside,Black,2021-09-01,0,1,1
Northside,Black,2021-10-01,1,0,1
Northside,Black,2021-11-01,1,0,1
Northside,Black,2021-12-01,1,0,1
Northside,Black,2022-02-01,1,1,2
Northside,Black,2022-04-01,1,0,1
Northside,Black,2022-06-01,1,0,1
Northside,Black,2022-08-01,1,0,1
Northside,Black,2022-09-01,0,1,1
Northside,Black,2022-10-01,2,0,2
Northside,Black,2022-11-01,0,1,1
Northside,Black,2022-12-01,0,1,1
Northside,Black,2023-03-01,0,1,1
Northside,Black,2023-05-01,1,0,1
Northside,Black,2023-08-01,0,1,1
Northside,Black,2023-09-01,0,1,1
Northside,Black,2023-10-01,0,2,2
Northside,Black,2024-01-01,0,1,1
Northside,Black,2024-05-01,0,1,1
Northside,Black,2024-07-01,0,1,1
Northside,Other race,2019-02-01,1,0,1
Northside,Other race,2019-04-01,0,1,1
Northside,Other race,2019-12-01,0,1,1
Northside,Other race,2020-03-01,0,1,1
Northside,Other race,2020-10-01,1,2,3
Northside,Other race,2021-01-01,0,1,1
Northside,Other race,2021-08-01,1,0,1
Northside,Other race,2021-10-01,0,1,1
Northside,Other race,2021-11-01,2,0,2
Northside,Other race,2022-08-01,1,0,1
Northside,Other race,2023-03-01,0,1,1
Northside,Other race,2023-10-01,1,0,1
Northside,Other race,2023-11-01,0,1,1
Northside,Other race,2024-01-01,0,1,1
Northside,Other race,2024-05-01,0,1,1
Northside,Other race,2024-06-01,0,1,1
Norwood,Black,2019-02-01,0,2,2
Norwood,Black,2019-04-01,1,1,2
Norwood,Black,2019-05-01,1,1,2
Norwood,Black,2019-06-01,0,1,1
Norwood,Black,2019-09-01,1,0,1
Norwood,Black,2019-11-01,1,0,1
Norwood,Black,2020-02-01,0,1,1
Norwood,Black,2020-03-01,0,1,1
Norwood,Black,2020-06-01,0,1,1
Norwood,Black,2020-08-01,1,0,1
Norwood,Black,2020-10-01,1,0,1
Norwood,Black,2020-12-01,0,2,2
Norwood,Black,2021-02-01,1,1,2
Norwood,Black,2021-06-01,2,0,2
Norwood,Black,2021-10-01,0,2,2
Norwood,Black,2022-03-01,0,1,1
Norwood,Black,2022-04-01,0,1,1
Norwood,Black,2022-07-01,1,0,1
Norwood,Black,2022-09-01,2,1,3
Norwood,Black,2022-12-01,0,1,1
Norwood,Black,2023-03-01,1,2,3
Norwood,Black,2023-05-01,1,0,1
Norwood,Black,2023-06-01,1,0,1
Norwood,Black,2023-07-01,1,0,1
Norwood,Black,2023-08-01,0,1,1
Norwood,Black,2023-11-01,0,1,1
Norwood,Black,2023-12-01,0,1,1
Norwood,Black,2024-01-01,1,1,2
Norwood,Black,2024-04-01,0,2,2
Norwood,Black,2024-05-01,0,1,1
Norwood,Black,2024-06-01,0,1,1
Norwood,Other race,2019-03-01,1,0,1
Norwood,Other race,2019-04-01,1,3,4
Norwood,Other race,2019-05-01,0,2,2
Norwood,Other race,2019-09-01,0,1,1
Norwood,Other race,2019-10-01,3,1,4
Norwood,Other race,2019-11-01,0,1,1
Norwood,Other race,2019-12-01,0,2,2
Norwood,Other race,2020-01-01,0,2,2
Norwood,Other race,2020-02-01,2,1,3
Norwood,Other race,2020-03-01,1,0,1
Norwood,Other race,2020-07-01,0,2,2
Norwood,Other race,2020-11-01,1,0,1
Norwood,Other race,2021-04-01,1,0,1
Norwood,Other race,2021-08-01,0,2,2
Norwood,Other race,2021-09-01,0,1,1
Norwood,Other race,2021-10-01,0,2,2
Norwood,Other race,2021-12-01,0,1,1
Norwood,Other race,2022-01-01,1,0,1
Norwood,Other race,2022-05-01,1,0,1
Norwood,Other race,2022-06-01,0,2,2
Norwood,Other race,2022-07-01,1,0,1
Norwood,Other race,2022-09-01,0,1,1
Norwood,Other race,2022-10-01,0,2,2
Norwood,Other race,2022-11-01,1,1,2
Norwood,Other race,2023-04-01,1,1,2
Norwood,Other race,2023-05-01,0,1,1
Norwood,Other race,2023-07-01,0,1,1
Norwood,Other race,2023-10-01,1,0,1
Norwood,Other race,2024-04-01,1,0,1
Norwood,Other race,2024-06-01,1,0,1
Norwood,NA,2019-02-01,0,1,1
Norwood,NA,2019-10-01,0,1,1
Norwood,NA,2019-11-01,1,0,1
Norwood,NA,2020-11-01,0,1,1
Oakley,Black,2020-04-01,0,1,1
Oakley,Black,2022-10-01,0,1,1
Oakley,Other race,2019-03-01,0,1,1
Oakley,Other race,2019-11-01,0,1,1
Oakley,Other race,2019-12-01,1,0,1
Oakley,Other race,2023-09-01,1,0,1
Oakley,Other race,2023-11-01,1,0,1
Over-the-Rhine,Black,2019-01-01,3,1,4
Over-the-Rhine,Black,2019-02-01,0,4,4
Over-the-Rhine,Black,2019-04-01,0,5,5
Over-the-Rhine,Black,2019-05-01,1,1,2
Over-the-Rhine,Black,2019-06-01,0,2,2
Over-the-Rhine,Black,2019-08-01,0,1,1
Over-the-Rhine,Black,2019-09-01,0,2,2
Over-the-Rhine,Black,2019-10-01,1,2,3
Over-the-Rhine,Black,2019-11-01,0,1,1
Over-the-Rhine,Black,2019-12-01,1,0,1
Over-the-Rhine,Black,2020-01-01,0,3,3
Over-the-Rhine,Black,2020-02-01,2,4,6
Over-the-Rhine,Black,2020-03-01,2,3,5
Over-the-Rhine,Black,2020-04-01,0,2,2
Over-the-Rhine,Black,2020-06-01,1,0,1
Over-the-Rhine,Black,2020-08-01,0,1,1
Over-the-Rhine,Black,2020-09-01,0,2,2
Over-the-Rhine,Black,2020-10-01,1,1,2
Over-the-Rhine,Black,2021-01-01,1,1,2
Over-the-Rhine,Black,2021-03-01,1,0,1
Over-the-Rhine,Black,2021-04-01,0,2,2
Over-the-Rhine,Black,2021-05-01,1,1,2
Over-the-Rhine,Black,2021-08-01,0,1,1
Over-the-Rhine,Black,2021-09-01,1,2,3
Over-the-Rhine,Black,2021-10-01,1,2,3
Over-the-Rhine,Black,2021-11-01,2,2,4
Over-the-Rhine,Black,2021-12-01,1,0,1
Over-the-Rhine,Black,2022-02-01,1,0,1
Over-the-Rhine,Black,2022-03-01,0,3,3
Over-the-Rhine,Black,2022-04-01,1,0,1
Over-the-Rhine,Black,2022-05-01,1,5,6
Over-the-Rhine,Black,2022-06-01,0,1,1
Over-the-Rhine,Black,2022-07-01,0,1,1
Over-the-Rhine,Black,2022-08-01,1,4,5
Over-the-Rhine,Black,2022-09-01,2,6,8
Over-the-Rhine,Black,2022-10-01,0,3,3
Over-the-Rhine,Black,2022-11-01,0,4,4
Over-the-Rhine,Black,2022-12-01,0,2,2
Over-the-Rhine,Black,2023-02-01,0,1,1
Over-the-Rhine,Black,2023-03-01,3,1,4
Over-the-Rhine,Black,2023-05-01,0,1,1
Over-the-Rhine,Black,2023-06-01,2,2,4
Over-the-Rhine,Black,2023-08-01,0,1,1
Over-the-Rhine,Black,2023-09-01,1,2,3
Over-the-Rhine,Black,2023-10-01,0,2,2
Over-the-Rhine,Black,2023-11-01,0,5,5
Over-the-Rhine,Black,2023-12-01,0,2,2
Over-the-Rhine,Black,2024-01-01,0,1,1
Over-the-Rhine,Black,2024-03-01,3,1,4
Over-the-Rhine,Black,2024-04-01,1,1,2
Over-the-Rhine,Black,2024-05-01,0,3,3
Over-the-Rhine,Black,2024-06-01,1,1,2
Over-the-Rhine,Black,2024-07-01,0,1,1
Over-the-Rhine,Other race,2019-01-01,1,0,1
Over-the-Rhine,Other race,2019-04-01,1,0,1
Over-the-Rhine,Other race,2019-11-01,0,1,1
Over-the-Rhine,Other race,2019-12-01,0,1,1
Over-the-Rhine,Other race,2020-01-01,1,0,1
Over-the-Rhine,Other race,2020-07-01,1,0,1
Over-the-Rhine,Other race,2020-12-01,1,0,1
Over-the-Rhine,Other race,2021-02-01,0,1,1
Over-the-Rhine,Other race,2021-07-01,1,0,1
Over-the-Rhine,Other race,2021-08-01,1,0,1
Over-the-Rhine,Other race,2022-02-01,0,1,1
Over-the-Rhine,Other race,2022-03-01,0,1,1
Over-the-Rhine,Other race,2022-11-01,1,0,1
Over-the-Rhine,Other race,2023-01-01,0,1,1
Over-the-Rhine,Other race,2023-02-01,0,2,2
Over-the-Rhine,Other race,2023-03-01,0,1,1
Over-the-Rhine,Other race,2023-04-01,1,1,2
Over-the-Rhine,Other race,2023-11-01,0,1,1
Over-the-Rhine,Other race,2023-12-01,1,1,2
Over-the-Rhine,Other race,2024-02-01,0,1,1
Over-the-Rhine,Other race,2024-03-01,1,0,1
Pendleton,Black,2019-03-01,0,1,1
Pendleton,Black,2019-05-01,1,0,1
Pendleton,Black,2019-10-01,0,1,1
Pendleton,Black,2019-11-01,1,0,1
Pendleton,Black,2020-02-01,1,0,1
Pendleton,Black,2020-04-01,0,2,2
Pendleton,Black,2020-05-01,0,1,1
Pendleton,Black,2021-04-01,0,1,1
Pendleton,Black,2021-05-01,0,2,2
Pendleton,Black,2021-08-01,0,1,1
Pendleton,Black,2021-09-01,1,0,1
Pendleton,Black,2022-01-01,0,1,1
Pendleton,Black,2022-03-01,2,2,4
Pendleton,Black,2022-06-01,0,1,1
Pendleton,Black,2022-08-01,0,1,1
Pendleton,Black,2022-10-01,1,1,2
Pendleton,Black,2022-11-01,1,0,1
Pendleton,Black,2023-03-01,0,1,1
Pleasant Ridge,Black,2019-02-01,0,1,1
Pleasant Ridge,Black,2019-03-01,0,1,1
Pleasant Ridge,Black,2019-07-01,0,1,1
Pleasant Ridge,Black,2019-08-01,2,0,2
Pleasant Ridge,Black,2019-10-01,0,1,1
Pleasant Ridge,Black,2021-05-01,1,1,2
Pleasant Ridge,Black,2021-07-01,0,1,1
Pleasant Ridge,Black,2021-09-01,0,1,1
Pleasant Ridge,Black,2021-11-01,0,1,1
Pleasant Ridge,Black,2021-12-01,0,1,1
Pleasant Ridge,Black,2022-03-01,0,1,1
Pleasant Ridge,Black,2022-05-01,0,1,1
Pleasant Ridge,Black,2022-07-01,1,0,1
Pleasant Ridge,Black,2022-08-01,0,1,1
Pleasant Ridge,Black,2022-09-01,0,1,1
Pleasant Ridge,Black,2022-10-01,1,0,1
Pleasant Ridge,Black,2023-01-01,1,0,1
Pleasant Ridge,Black,2023-02-01,1,0,1
Pleasant Ridge,Black,2023-09-01,1,0,1
Pleasant Ridge,Black,2023-10-01,0,1,1
Pleasant Ridge,Black,2023-12-01,1,0,1
Pleasant Ridge,Other race,2019-02-01,1,1,2
Pleasant Ridge,Other race,2019-03-01,0,1,1
Pleasant Ridge,Other race,2019-08-01,0,1,1
Pleasant Ridge,Other race,2019-10-01,0,1,1
Pleasant Ridge,Other race,2020-12-01,0,1,1
Pleasant Ridge,Other race,2021-11-01,0,1,1
Pleasant Ridge,Other race,2022-02-01,1,1,2
Pleasant Ridge,Other race,2023-04-01,0,1,1
Pleasant Ridge,Other race,2024-06-01,0,1,1
Reading,Black,2019-02-01,1,0,1
Reading,Black,2020-08-01,1,0,1
Reading,Black,2021-02-01,1,0,1
Reading,Black,2021-03-01,0,1,1
Reading,Black,2021-05-01,1,0,1
Reading,Black,2021-06-01,0,1,1
Reading,Black,2021-11-01,0,1,1
Reading,Black,2022-05-01,0,1,1
Reading,Black,2022-08-01,0,1,1
Reading,Black,2022-09-01,1,0,1
Reading,Black,2023-01-01,0,1,1
Reading,Black,2023-03-01,1,0,1
Reading,Black,2023-09-01,0,2,2
Reading,Black,2023-11-01,1,0,1
Reading,Black,2023-12-01,0,1,1
Reading,Black,2024-07-01,1,0,1
Reading,Other race,2019-02-01,0,1,1
Reading,Other race,2019-05-01,1,0,1
Reading,Other race,2019-07-01,0,1,1
Reading,Other race,2019-10-01,0,1,1
Reading,Other race,2019-11-01,1,0,1
Reading,Other race,2019-12-01,1,0,1
Reading,Other race,2020-02-01,1,0,1
Reading,Other race,2020-03-01,0,2,2
Reading,Other race,2020-09-01,1,0,1
Reading,Other race,2021-07-01,0,1,1
Reading,Other race,2022-01-01,1,0,1
Reading,Other race,2022-08-01,1,0,1
Reading,Other race,2022-09-01,1,0,1
Reading,Other race,2022-11-01,1,0,1
Reading,Other race,2023-05-01,0,1,1
Reading,Other race,2023-06-01,1,0,1
Reading,Other race,2023-07-01,0,1,1
Reading,Other race,2023-09-01,1,0,1
Reading,Other race,2023-11-01,0,2,2
Reading,Other race,2024-02-01,1,0,1
Reading,Other race,2024-03-01,0,1,1
Reading,Other race,2024-06-01,0,1,1
Riverside,Black,2019-05-01,1,0,1
Riverside,Black,2019-11-01,0,1,1
Riverside,Black,2020-07-01,0,1,1
Riverside,Black,2020-12-01,0,1,1
Riverside,Black,2021-01-01,1,0,1
Riverside,Black,2022-03-01,0,1,1
Riverside,Black,2022-05-01,1,0,1
Riverside,Black,2022-09-01,0,1,1
Riverside,Black,2022-10-01,0,1,1
Riverside,Other race,2019-04-01,0,1,1
Riverside,Other race,2019-07-01,1,0,1
Riverside,Other race,2020-03-01,0,1,1
Riverside,Other race,2021-11-01,0,1,1
Riverside,Other race,2023-04-01,1,0,1
Riverside,Other race,2023-08-01,1,0,1
Riverside,Other race,2023-09-01,2,0,2
Roll Hill,Black,2019-01-01,0,1,1
Roll Hill,Black,2019-03-01,0,1,1
Roll Hill,Black,2019-04-01,0,1,1
Roll Hill,Black,2019-05-01,2,0,2
Roll Hill,Black,2019-08-01,0,1,1
Roll Hill,Black,2019-09-01,1,1,2
Roll Hill,Black,2019-11-01,0,2,2
Roll Hill,Black,2020-01-01,0,2,2
Roll Hill,Black,2020-02-01,1,0,1
Roll Hill,Black,2020-03-01,1,1,2
Roll Hill,Black,2020-06-01,0,2,2
Roll Hill,Black,2020-08-01,1,0,1
Roll Hill,Black,2021-02-01,0,1,1
Roll Hill,Black,2021-04-01,0,1,1
Roll Hill,Black,2021-07-01,2,0,2
Roll Hill,Black,2021-08-01,1,1,2
Roll Hill,Black,2021-10-01,0,3,3
Roll Hill,Black,2021-11-01,1,0,1
Roll Hill,Black,2021-12-01,1,3,4
Roll Hill,Black,2022-01-01,0,1,1
Roll Hill,Black,2022-02-01,3,0,3
Roll Hill,Black,2022-04-01,1,0,1
Roll Hill,Black,2022-06-01,0,1,1
Roll Hill,Black,2022-07-01,1,1,2
Roll Hill,Black,2022-08-01,0,1,1
Roll Hill,Black,2022-09-01,1,0,1
Roll Hill,Black,2022-10-01,0,1,1
Roll Hill,Black,2022-11-01,1,2,3
Roll Hill,Black,2023-01-01,0,1,1
Roll Hill,Black,2023-03-01,1,0,1
Roll Hill,Black,2023-04-01,0,1,1
Roll Hill,Black,2023-05-01,0,1,1
Roll Hill,Black,2023-09-01,1,0,1
Roll Hill,Black,2023-10-01,1,0,1
Roll Hill,Black,2024-01-01,0,1,1
Roll Hill,Black,2024-02-01,0,1,1
Roll Hill,Black,2024-03-01,0,2,2
Roll Hill,Black,2024-05-01,0,1,1
Roll Hill,Other race,2020-02-01,0,1,1
Roll Hill,Other race,2020-07-01,0,1,1
Roll Hill,Other race,2020-08-01,0,1,1
Roll Hill,Other race,2024-04-01,0,1,1
Roselawn,Black,2019-01-01,1,1,2
Roselawn,Black,2019-02-01,1,3,4
Roselawn,Black,2019-03-01,1,0,1
Roselawn,Black,2019-04-01,0,3,3
Roselawn,Black,2019-05-01,2,3,5
Roselawn,Black,2019-06-01,0,2,2
Roselawn,Black,2019-07-01,1,0,1
Roselawn,Black,2019-08-01,1,1,2
Roselawn,Black,2019-09-01,2,4,6
Roselawn,Black,2019-10-01,0,2,2
Roselawn,Black,2019-11-01,2,3,5
Roselawn,Black,2019-12-01,0,1,1
Roselawn,Black,2020-01-01,1,2,3
Roselawn,Black,2020-02-01,2,1,3
Roselawn,Black,2020-03-01,0,4,4
Roselawn,Black,2020-06-01,0,2,2
Roselawn,Black,2020-07-01,0,1,1
Roselawn,Black,2020-08-01,0,1,1
Roselawn,Black,2020-09-01,0,2,2
Roselawn,Black,2020-10-01,0,2,2
Roselawn,Black,2020-11-01,1,1,2
Roselawn,Black,2020-12-01,0,1,1
Roselawn,Black,2021-01-01,1,0,1
Roselawn,Black,2021-03-01,1,1,2
Roselawn,Black,2021-04-01,1,1,2
Roselawn,Black,2021-05-01,0,2,2
Roselawn,Black,2021-06-01,1,1,2
Roselawn,Black,2021-07-01,2,2,4
Roselawn,Black,2021-08-01,0,1,1
Roselawn,Black,2021-09-01,1,0,1
Roselawn,Black,2021-11-01,1,1,2
Roselawn,Black,2021-12-01,1,0,1
Roselawn,Black,2022-01-01,1,4,5
Roselawn,Black,2022-03-01,1,1,2
Roselawn,Black,2022-04-01,1,0,1
Roselawn,Black,2022-05-01,1,0,1
Roselawn,Black,2022-07-01,1,0,1
Roselawn,Black,2022-08-01,1,1,2
Roselawn,Black,2022-09-01,2,2,4
Roselawn,Black,2022-11-01,1,2,3
Roselawn,Black,2022-12-01,0,1,1
Roselawn,Black,2023-02-01,0,2,2
Roselawn,Black,2023-04-01,0,1,1
Roselawn,Black,2023-05-01,0,1,1
Roselawn,Black,2023-06-01,0,1,1
Roselawn,Black,2023-08-01,0,2,2
Roselawn,Black,2023-09-01,1,2,3
Roselawn,Black,2023-10-01,0,1,1
Roselawn,Black,2023-11-01,0,5,5
Roselawn,Black,2024-02-01,1,1,2
Roselawn,Black,2024-03-01,1,1,2
Roselawn,Black,2024-04-01,0,1,1
Roselawn,Other race,2020-01-01,0,1,1
Sayler Park,Black,2019-08-01,0,1,1
Sayler Park,Black,2019-12-01,1,0,1
Sayler Park,Black,2021-05-01,0,1,1
Sayler Park,Black,2021-07-01,1,0,1
Sayler Park,Black,2021-11-01,1,0,1
Sayler Park,Black,2024-05-01,1,0,1
Sayler Park,Other race,2019-03-01,0,1,1
Sayler Park,Other race,2023-11-01,1,0,1
Sedamsville,Black,2024-01-01,0,1,1
Sharonville,Black,2019-07-01,0,1,1
Sharonville,Black,2019-10-01,1,1,2
Sharonville,Black,2019-11-01,0,1,1
Sharonville,Black,2019-12-01,1,0,1
Sharonville,Black,2020-10-01,0,1,1
Sharonville,Black,2021-04-01,2,0,2
Sharonville,Black,2021-07-01,0,1,1
Sharonville,Black,2021-10-01,1,0,1
Sharonville,Black,2021-11-01,0,1,1
Sharonville,Black,2022-03-01,1,0,1
Sharonville,Black,2022-05-01,0,5,5
Sharonville,Black,2022-07-01,0,1,1
Sharonville,Black,2022-08-01,0,1,1
Sharonville,Black,2022-09-01,1,0,1
Sharonville,Black,2022-10-01,1,2,3
Sharonville,Black,2022-12-01,1,1,2
Sharonville,Black,2023-03-01,0,1,1
Sharonville,Black,2023-07-01,1,0,1
Sharonville,Black,2023-09-01,0,1,1
Sharonville,Black,2024-02-01,1,0,1
Sharonville,Black,2024-03-01,1,0,1
Sharonville,Other race,2019-04-01,0,1,1
Sharonville,Other race,2019-10-01,0,1,1
Sharonville,Other race,2020-01-01,0,1,1
Sharonville,Other race,2020-02-01,0,1,1
Sharonville,Other race,2021-05-01,0,1,1
Sharonville,Other race,2021-10-01,0,1,1
Sharonville,Other race,2022-03-01,0,1,1
Sharonville,Other race,2022-04-01,1,0,1
Sharonville,Other race,2022-07-01,0,1,1
Sharonville,Other race,2022-09-01,1,2,3
Sharonville,Other race,2023-04-01,1,0,1
Sharonville,Other race,2024-01-01,0,2,2
Silverton,Black,2019-04-01,0,1,1
Silverton,Black,2019-05-01,0,1,1
Silverton,Black,2019-11-01,0,1,1
Silverton,Black,2020-03-01,0,2,2
Silverton,Black,2020-04-01,0,1,1
Silverton,Black,2020-05-01,0,1,1
Silverton,Black,2020-10-01,0,1,1
Silverton,Black,2021-11-01,0,1,1
Silverton,Black,2022-01-01,0,1,1
Silverton,Black,2022-04-01,0,1,1
Silverton,Black,2022-06-01,0,1,1
Silverton,Black,2022-08-01,1,0,1
Silverton,Black,2023-01-01,0,1,1
Silverton,Black,2023-11-01,0,1,1
Silverton,Black,2024-03-01,1,0,1
Silverton,Black,2024-04-01,0,1,1
Silverton,Other race,2019-09-01,0,1,1
Silverton,Other race,2019-10-01,0,1,1
Silverton,Other race,2019-11-01,0,1,1
Silverton,Other race,2019-12-01,0,1,1
Silverton,Other race,2020-12-01,0,1,1
Silverton,Other race,2022-02-01,0,1,1
Silverton,Other race,2022-04-01,0,1,1
Silverton,Other race,2023-08-01,1,1,2
Silverton,Other race,2023-10-01,1,1,2
Silverton,Other race,2023-11-01,0,1,1
South Cumminsville,Black,2020-05-01,0,1,1
South Cumminsville,Black,2021-04-01,0,1,1
South Cumminsville,Black,2021-05-01,1,0,1
South Cumminsville,Black,2022-03-01,0,1,1
South Cumminsville,Black,2022-04-01,0,1,1
South Cumminsville,Black,2022-10-01,0,1,1
South Cumminsville,Black,2023-03-01,1,0,1
South Cumminsville,Black,2023-04-01,0,1,1
South Cumminsville,Black,2023-08-01,0,1,1
South Cumminsville,Black,2024-05-01,0,1,1
South Fairmount,Black,2019-02-01,0,2,2
South Fairmount,Black,2019-05-01,1,0,1
South Fairmount,Black,2019-06-01,2,1,3
South Fairmount,Black,2019-07-01,0,1,1
South Fairmount,Black,2019-10-01,0,2,2
South Fairmount,Black,2020-01-01,0,1,1
South Fairmount,Black,2020-03-01,0,1,1
South Fairmount,Black,2021-06-01,0,1,1
South Fairmount,Black,2021-08-01,1,0,1
South Fairmount,Black,2021-09-01,0,1,1
South Fairmount,Black,2021-11-01,1,0,1
South Fairmount,Black,2022-07-01,0,1,1
South Fairmount,Black,2022-10-01,1,0,1
South Fairmount,Black,2022-11-01,1,0,1
South Fairmount,Black,2022-12-01,1,0,1
South Fairmount,Black,2023-03-01,0,1,1
South Fairmount,Black,2023-07-01,1,0,1
South Fairmount,Black,2023-08-01,1,1,2
South Fairmount,Black,2023-09-01,0,1,1
South Fairmount,Black,2024-02-01,0,2,2
South Fairmount,Black,2024-04-01,1,0,1
South Fairmount,Black,2024-05-01,1,0,1
South Fairmount,Black,2024-06-01,0,2,2
Spring Grove Village,Black,2019-04-01,0,1,1
Spring Grove Village,Black,2019-06-01,0,1,1
Spring Grove Village,Black,2020-03-01,1,0,1
Spring Grove Village,Black,2020-05-01,0,1,1
Spring Grove Village,Black,2020-06-01,1,0,1
Spring Grove Village,Black,2020-08-01,1,0,1
Spring Grove Village,Black,2020-10-01,1,0,1
Spring Grove Village,Black,2021-02-01,0,1,1
Spring Grove Village,Black,2021-06-01,1,0,1
Spring Grove Village,Black,2021-10-01,1,0,1
Spring Grove Village,Black,2022-03-01,0,1,1
Spring Grove Village,Black,2022-06-01,1,0,1
Spring Grove Village,Black,2022-11-01,2,1,3
Spring Grove Village,Black,2023-04-01,0,1,1
Spring Grove Village,Black,2023-05-01,1,0,1
Spring Grove Village,Black,2023-07-01,1,0,1
Spring Grove Village,Black,2024-04-01,0,1,1
Spring Grove Village,Black,2024-05-01,1,0,1
Springdale,Black,2019-01-01,1,1,2
Springdale,Black,2019-02-01,0,1,1
Springdale,Black,2019-03-01,0,1,1
Springdale,Black,2019-04-01,0,1,1
Springdale,Black,2019-05-01,2,0,2
Springdale,Black,2019-07-01,0,1,1
Springdale,Black,2019-09-01,0,2,2
Springdale,Black,2019-10-01,0,1,1
Springdale,Black,2019-11-01,0,1,1
Springdale,Black,2020-01-01,1,2,3
Springdale,Black,2020-02-01,0,1,1
Springdale,Black,2020-05-01,0,1,1
Springdale,Black,2020-06-01,0,1,1
Springdale,Black,2020-07-01,0,1,1
Springdale,Black,2020-10-01,0,1,1
Springdale,Black,2020-11-01,0,1,1
Springdale,Black,2021-05-01,0,1,1
Springdale,Black,2021-07-01,0,2,2
Springdale,Black,2021-08-01,1,2,3
Springdale,Black,2021-10-01,0,1,1
Springdale,Black,2021-11-01,1,1,2
Springdale,Black,2021-12-01,2,0,2
Springdale,Black,2022-01-01,0,1,1
Springdale,Black,2022-03-01,0,1,1
Springdale,Black,2022-04-01,0,1,1
Springdale,Black,2022-05-01,0,3,3
Springdale,Black,2022-07-01,1,1,2
Springdale,Black,2022-08-01,1,0,1
Springdale,Black,2022-10-01,0,1,1
Springdale,Black,2022-11-01,0,2,2
Springdale,Black,2023-01-01,1,0,1
Springdale,Black,2023-02-01,1,1,2
Springdale,Black,2023-03-01,0,1,1
Springdale,Black,2023-04-01,0,1,1
Springdale,Black,2023-08-01,1,3,4
Springdale,Black,2023-09-01,1,0,1
Springdale,Black,2023-10-01,1,1,2
Springdale,Black,2023-11-01,1,2,3
Springdale,Black,2024-02-01,1,0,1
Springdale,Black,2024-07-01,1,0,1
Springdale,Other race,2019-04-01,0,2,2
Springdale,Other race,2019-05-01,0,2,2
Springdale,Other race,2019-07-01,0,1,1
Springdale,Other race,2019-10-01,2,0,2
Springdale,Other race,2020-02-01,2,0,2
Springdale,Other race,2020-09-01,0,1,1
Springdale,Other race,2021-03-01,0,1,1
Springdale,Other race,2021-08-01,0,1,1
Springdale,Other race,2021-10-01,1,0,1
Springdale,Other race,2021-11-01,0,1,1
Springdale,Other race,2022-01-01,0,1,1
Springdale,Other race,2022-05-01,0,2,2
Springdale,Other race,2022-08-01,1,1,2
Springdale,Other race,2022-12-01,0,1,1
Springdale,Other race,2023-04-01,0,1,1
Springdale,Other race,2023-06-01,0,1,1
Springdale,Other race,2024-01-01,0,1,1
Springdale,Other race,2024-03-01,0,1,1
Springfield Township,Black,2019-01-01,1,5,6
Springfield Township,Black,2019-02-01,1,4,5
Springfield Township,Black,2019-03-01,1,2,3
Springfield Township,Black,2019-04-01,1,5,6
Springfield Township,Black,2019-05-01,6,3,9
Springfield Township,Black,2019-06-01,0,4,4
Springfield Township,Black,2019-07-01,3,5,8
Springfield Township,Black,2019-08-01,1,8,9
Springfield Township,Black,2019-09-01,2,8,10
Springfield Township,Black,2019-10-01,4,4,8
Springfield Township,Black,2019-11-01,1,4,5
Springfield Township,Black,2019-12-01,0,2,2
Springfield Township,Black,2020-01-01,0,4,4
Springfield Township,Black,2020-02-01,2,4,6
Springfield Township,Black,2020-03-01,0,4,4
Springfield Township,Black,2020-05-01,2,2,4
Springfield Township,Black,2020-06-01,2,1,3
Springfield Township,Black,2020-07-01,0,1,1
Springfield Township,Black,2020-08-01,0,1,1
Springfield Township,Black,2020-09-01,2,1,3
Springfield Township,Black,2020-10-01,2,5,7
Springfield Township,Black,2020-11-01,0,1,1
Springfield Township,Black,2020-12-01,4,2,6
Springfield Township,Black,2021-01-01,2,1,3
Springfield Township,Black,2021-02-01,1,2,3
Springfield Township,Black,2021-03-01,0,2,2
Springfield Township,Black,2021-04-01,0,6,6
Springfield Township,Black,2021-05-01,2,0,2
Springfield Township,Black,2021-07-01,4,7,11
Springfield Township,Black,2021-08-01,2,4,6
Springfield Township,Black,2021-09-01,3,7,10
Springfield Township,Black,2021-10-01,2,4,6
Springfield Township,Black,2021-11-01,2,6,8
